image_id,image_path,fold,group_id,image_sha256
AMLC001026,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001026.jpg,5,sha256:400ac3a9bc0a806898f4b3add54d49151be29210c29c3946117ebc4490f962ea,400ac3a9bc0a806898f4b3add54d49151be29210c29c3946117ebc4490f962ea
AMLC001027,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001027.jpg,2,sha256:492c0eb31245bb479c6ec09735b15e127ca28fae24f9a72e13c56e7a389670f7,492c0eb31245bb479c6ec09735b15e127ca28fae24f9a72e13c56e7a389670f7
AMLC001028,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001028.jpg,3,sha256:d1d8092b95ae9bb218be9dd63fb9f4d75fdd9161e203bae3d5f9a8562708785f,d1d8092b95ae9bb218be9dd63fb9f4d75fdd9161e203bae3d5f9a8562708785f
AMLC001029,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001029.jpg,3,sha256:e6f2582a716bb1dd5b9024d5be078ad02afeca3c99d9859da37e50f9cafc96a4,e6f2582a716bb1dd5b9024d5be078ad02afeca3c99d9859da37e50f9cafc96a4
AMLC001030,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001030.jpg,1,sha256:716267d181a619c35d57d469c3cf39d0561ab1f90d34af6c0760862422039823,716267d181a619c35d57d469c3cf39d0561ab1f90d34af6c0760862422039823
AMLC001031,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001031.jpg,5,sha256:41340c9faee3367c47bd344e73aadd61a68b75e79042ea1700318a978c614443,41340c9faee3367c47bd344e73aadd61a68b75e79042ea1700318a978c614443
AMLC001032,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001032.jpg,5,sha256:1061651da25c64dd8d02f299a3c29efc51a153f84de6b381ff67ed7ff1e98789,1061651da25c64dd8d02f299a3c29efc51a153f84de6b381ff67ed7ff1e98789
AMLC001033,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001033.jpg,4,sha256:a310444e61531e01af46c183cdb75e06ea7d531240a8038395cd37e8bd700586,a310444e61531e01af46c183cdb75e06ea7d531240a8038395cd37e8bd700586
AMLC001034,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001034.jpg,5,sha256:e2edbe930653ef80627214575c009e10efd6771d846760a67fa7548ce0ac7b30,e2edbe930653ef80627214575c009e10efd6771d846760a67fa7548ce0ac7b30
AMLC001035,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001035.jpg,1,sha256:969b7c2fe1f8ba38e7ab5e8285fc945678ce78bdc7f46f21f00364857afc59b3,969b7c2fe1f8ba38e7ab5e8285fc945678ce78bdc7f46f21f00364857afc59b3
AMLC001036,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001036.jpg,1,sha256:5463be6ffc2e1ab21ca7f36cde9ae23f7fc8221a5ed67a11c0f99ec23dd219ad,5463be6ffc2e1ab21ca7f36cde9ae23f7fc8221a5ed67a11c0f99ec23dd219ad
AMLC001037,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001037.jpg,4,sha256:57b1f784577eb0c204ff22247bed56e85b4c5847fb4593840001600c26b9705c,57b1f784577eb0c204ff22247bed56e85b4c5847fb4593840001600c26b9705c
AMLC001038,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001038.jpg,2,sha256:88cf9d32aee2c7dd097fa134da37b49e12b5f954077d650044bb72fbb6ff5c35,88cf9d32aee2c7dd097fa134da37b49e12b5f954077d650044bb72fbb6ff5c35
AMLC001039,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001039.jpg,2,sha256:48e5927b894ff817de1a8646d5fc9fe2f16d7202e926eb2bc748a888790a6c3c,48e5927b894ff817de1a8646d5fc9fe2f16d7202e926eb2bc748a888790a6c3c
AMLC001040,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001040.jpg,1,sha256:b7bc22f3990e131357f6a4fff2e8403e64ca4d762773c66c02513855387619a7,b7bc22f3990e131357f6a4fff2e8403e64ca4d762773c66c02513855387619a7
AMLC001041,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001041.jpg,5,sha256:2c25ed298e85224ef41cbe09493bb7b0c63236406ee7b7f2ff9c9dad7f3e6ab4,2c25ed298e85224ef41cbe09493bb7b0c63236406ee7b7f2ff9c9dad7f3e6ab4
AMLC001042,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001042.jpg,5,sha256:49f5794ec541953e57d671de88ce4364978efb68b0319c2bd52531660a3dfbea,49f5794ec541953e57d671de88ce4364978efb68b0319c2bd52531660a3dfbea
AMLC001043,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001043.jpg,4,sha256:af967169761872a164eb44de2a3fd0942fa25c27049a49369ac25561ef8e65a4,af967169761872a164eb44de2a3fd0942fa25c27049a49369ac25561ef8e65a4
AMLC001044,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001044.jpg,5,sha256:1f6f75ee5bbc33657f8e9eb44a68083ef176120f6a96a744e6b892d387160b13,1f6f75ee5bbc33657f8e9eb44a68083ef176120f6a96a744e6b892d387160b13
AMLC001045,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001045.jpg,3,sha256:c95dd6b8256a6125f570b3c3c688bee2b3a874c2b3fdcdef1c17f8c2f4284555,c95dd6b8256a6125f570b3c3c688bee2b3a874c2b3fdcdef1c17f8c2f4284555
AMLC001046,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001046.jpg,5,sha256:9b759f26a04c940e6570aadf62324040495002c77a945e3c09970b1eeeb9a5a2,9b759f26a04c940e6570aadf62324040495002c77a945e3c09970b1eeeb9a5a2
AMLC001047,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001047.jpg,5,sha256:874d467162fe12db2d5b9bded6d305ee042184b5f7826c77a99518a5d96828eb,874d467162fe12db2d5b9bded6d305ee042184b5f7826c77a99518a5d96828eb
AMLC001048,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001048.jpg,3,sha256:ef14535ab54a40f0d496613955415536ef87c6e5899ac2ae3af42298cf2bf94c,ef14535ab54a40f0d496613955415536ef87c6e5899ac2ae3af42298cf2bf94c
AMLC001049,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001049.jpg,2,sha256:bcb9ecba86fdc51c6dc6e34b7eda272623a5e618382b795ce14ed6c8c65df17d,bcb9ecba86fdc51c6dc6e34b7eda272623a5e618382b795ce14ed6c8c65df17d
AMLC001050,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001050.jpg,4,sha256:5cd20e61260190ea99685700e65dfe90ee3222f383f9682333b22f5d4a2054d5,5cd20e61260190ea99685700e65dfe90ee3222f383f9682333b22f5d4a2054d5
AMLC001051,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001051.jpg,5,sha256:dd5e9ebeac846f5d47529e8a1367cdae5ae8ed126f3e51c23e0ca23765192547,dd5e9ebeac846f5d47529e8a1367cdae5ae8ed126f3e51c23e0ca23765192547
AMLC001052,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001052.jpg,5,sha256:3f325a2d7fb29befac8771f66d8144549a07cc03494a4e3f080e4cca81e15a1b,3f325a2d7fb29befac8771f66d8144549a07cc03494a4e3f080e4cca81e15a1b
AMLC001053,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001053.jpg,3,sha256:086d70d7027feef88a6f25fb9f5be42d49d47d9c1c09b692a27d69e19159e79d,086d70d7027feef88a6f25fb9f5be42d49d47d9c1c09b692a27d69e19159e79d
AMLC001054,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001054.jpg,5,sha256:ee8e0bda8a3f7a525b299fc443be63ce5be98e7022e904e8040e03534852f50f,ee8e0bda8a3f7a525b299fc443be63ce5be98e7022e904e8040e03534852f50f
AMLC001055,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001055.jpg,3,sha256:48f97ccffb7a5632e57a0dbd163340e663d3736d3946de2aa95ac01fc88eedb5,48f97ccffb7a5632e57a0dbd163340e663d3736d3946de2aa95ac01fc88eedb5
AMLC001056,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001056.jpg,3,sha256:87a93315a8d7e10b51e8e94496929f2770d388911ca8ae8939f2cb5e286e1046,87a93315a8d7e10b51e8e94496929f2770d388911ca8ae8939f2cb5e286e1046
AMLC001057,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001057.jpg,4,sha256:5f4e408f51570a5a683d7d309f9df4f2b19565f8dcda4e693c2740c655b0347a,5f4e408f51570a5a683d7d309f9df4f2b19565f8dcda4e693c2740c655b0347a
AMLC001058,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001058.jpg,2,sha256:955486065a29796659d5a17c8834986b3111b6e5334269714ccbb9ac85a25666,955486065a29796659d5a17c8834986b3111b6e5334269714ccbb9ac85a25666
AMLC001059,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001059.jpg,5,sha256:d778f3996fd6952cabb658ce389e5d31705cadd778520aa5a567a876411f34d4,d778f3996fd6952cabb658ce389e5d31705cadd778520aa5a567a876411f34d4
AMLC001060,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001060.jpg,5,sha256:3676b1eed485d31fae42739afe17334476f8973c1a9a697188b2951ffa194248,3676b1eed485d31fae42739afe17334476f8973c1a9a697188b2951ffa194248
AMLC001061,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001061.jpg,1,sha256:2956e35e41a06857e4c42df25bae40297ab7ee4ce9c7f6d73d818513c26282f5,2956e35e41a06857e4c42df25bae40297ab7ee4ce9c7f6d73d818513c26282f5
AMLC001062,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001062.jpg,1,sha256:7fec1af9f1ebb38658a7435457265d769996d039c9b0c902a0037f3f6b97e7ba,7fec1af9f1ebb38658a7435457265d769996d039c9b0c902a0037f3f6b97e7ba
AMLC001063,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001063.jpg,5,sha256:acc3d55c71391e04d29a96dc38686e37a1a90c81a8f6559cedd7c423632bac44,acc3d55c71391e04d29a96dc38686e37a1a90c81a8f6559cedd7c423632bac44
AMLC001064,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001064.jpg,3,sha256:fec2aae386be598c210200006f4d4d73f2e3063d1e51c6d7d00bd52d2ff88501,fec2aae386be598c210200006f4d4d73f2e3063d1e51c6d7d00bd52d2ff88501
AMLC001065,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001065.jpg,2,sha256:a0ceb7bc36c2929e1eacdbbeb492d68a66557da7be0141567399c41002d546c0,a0ceb7bc36c2929e1eacdbbeb492d68a66557da7be0141567399c41002d546c0
AMLC001066,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001066.jpg,4,sha256:ba494e7cc2baab4ca754f5dfe3a7b434cdda7d18d8589ebb40551602280e7cf7,ba494e7cc2baab4ca754f5dfe3a7b434cdda7d18d8589ebb40551602280e7cf7
AMLC001067,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001067.jpg,3,sha256:7977513f3e94a2d29007aab487dd4061dd445952fac7670a3b235f445e6a6b5b,7977513f3e94a2d29007aab487dd4061dd445952fac7670a3b235f445e6a6b5b
AMLC001068,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001068.jpg,2,sha256:4a1538f3531701642883b94f6f4fb11906f0fd6ca4a4ea007378e2418cc88f34,4a1538f3531701642883b94f6f4fb11906f0fd6ca4a4ea007378e2418cc88f34
AMLC001069,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001069.jpg,1,sha256:359e02d858ddd066a763b160dcc67095d24470970736af7ee84820448bee1b28,359e02d858ddd066a763b160dcc67095d24470970736af7ee84820448bee1b28
AMLC001070,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001070.jpg,3,sha256:860f3971c0983e79b0e33d286860fa486b67134f0c2573487bb6d5880bf2cf8a,860f3971c0983e79b0e33d286860fa486b67134f0c2573487bb6d5880bf2cf8a
AMLC001071,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001071.jpg,5,sha256:cc1b10f1c151ab1f1ebf54031b483b9780b73544d14a8a4d3819476b9c8e062b,cc1b10f1c151ab1f1ebf54031b483b9780b73544d14a8a4d3819476b9c8e062b
AMLC001072,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001072.jpg,5,sha256:214f5797a68a9b732c8ec9829591dfba6ebc5b1be347e0a167dd1313a081a733,214f5797a68a9b732c8ec9829591dfba6ebc5b1be347e0a167dd1313a081a733
AMLC001073,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001073.jpg,5,sha256:508673dbb3bca670e8cbd6b6e355ebe6e53e169a6a8d1d61257c232f6962f819,508673dbb3bca670e8cbd6b6e355ebe6e53e169a6a8d1d61257c232f6962f819
AMLC001074,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001074.jpg,1,sha256:dd1b33b54cc5c6bebc2983e0bd5faf1e9f56a615c7c47a34163bbc8536fe4610,dd1b33b54cc5c6bebc2983e0bd5faf1e9f56a615c7c47a34163bbc8536fe4610
AMLC001075,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001075.jpg,3,sha256:97c3c7e715d8ed2e9d5637d5db8cac3dc51df12b004db172b574edc53e130e25,97c3c7e715d8ed2e9d5637d5db8cac3dc51df12b004db172b574edc53e130e25
AMLC001076,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001076.jpg,5,sha256:aa4291e93a53fd9997826b87c4e604e2952cb5a83727b2e57e743a297a3339fe,aa4291e93a53fd9997826b87c4e604e2952cb5a83727b2e57e743a297a3339fe
AMLC001077,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001077.jpg,2,sha256:1197cee09193e8517bf9cf1f2d41fe9520b5b2e484652e6d4f42e2db0d40fdd1,1197cee09193e8517bf9cf1f2d41fe9520b5b2e484652e6d4f42e2db0d40fdd1
AMLC001078,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001078.jpg,3,sha256:b4b281ef9099e6885200f6ef0d0853173bef141e98e3286ab95fb190a38001c0,b4b281ef9099e6885200f6ef0d0853173bef141e98e3286ab95fb190a38001c0
AMLC001079,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001079.jpg,2,sha256:1f2f98706c96ef0b7b9ca06145d3fc37d3fbf6e78a1ce213e99a2fec17f27b7b,1f2f98706c96ef0b7b9ca06145d3fc37d3fbf6e78a1ce213e99a2fec17f27b7b
AMLC001080,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001080.jpg,5,sha256:a617132f8d5f992e859669a0f53cec98deeff69f445e93a20fde9dca09f0890b,a617132f8d5f992e859669a0f53cec98deeff69f445e93a20fde9dca09f0890b
AMLC001081,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001081.jpg,2,sha256:424d83dd308616634106e3f6bb51c6f3058c8b31b0d8f6a6736a5a0e6014a27a,424d83dd308616634106e3f6bb51c6f3058c8b31b0d8f6a6736a5a0e6014a27a
AMLC001082,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001082.jpg,2,sha256:9365f873b1b2d6ac52b936354ab60378fea1526388f2a1284856a20cd0717054,9365f873b1b2d6ac52b936354ab60378fea1526388f2a1284856a20cd0717054
AMLC001083,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001083.jpg,1,sha256:edb559ce200d530c08b13a4741139298cddb31a6746c291b484f5cf28c295036,edb559ce200d530c08b13a4741139298cddb31a6746c291b484f5cf28c295036
AMLC001084,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001084.jpg,1,sha256:2ed2aea22adb6f2cd4aec6b104f9f801b2449ff1fa4e598314b7e81c2a0d05d2,2ed2aea22adb6f2cd4aec6b104f9f801b2449ff1fa4e598314b7e81c2a0d05d2
AMLC001085,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001085.jpg,3,sha256:548116350f2f9d36e67fe405d7c410abc9c830383a1fa4d75e6e7ae71eb7cff5,548116350f2f9d36e67fe405d7c410abc9c830383a1fa4d75e6e7ae71eb7cff5
AMLC001086,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001086.jpg,3,sha256:092dc20a2a807be8e5551b6485e01015d9e071d4715d7c45dad655893a0a979b,092dc20a2a807be8e5551b6485e01015d9e071d4715d7c45dad655893a0a979b
AMLC001087,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001087.jpg,5,sha256:c41f3172367a36f28ca366dfe1a7bc6233d976869c4eed9983735cf8d919851d,c41f3172367a36f28ca366dfe1a7bc6233d976869c4eed9983735cf8d919851d
AMLC001088,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001088.jpg,5,sha256:63df06c520996987e34048096b72e4f8018d9052dfeccf4cedb1e031828508e4,63df06c520996987e34048096b72e4f8018d9052dfeccf4cedb1e031828508e4
AMLC001089,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001089.jpg,3,sha256:f9a0a0a460193ba21aafb4654963e156b9e32d5a32a599ad0928e549edb3cf4e,f9a0a0a460193ba21aafb4654963e156b9e32d5a32a599ad0928e549edb3cf4e
AMLC001090,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001090.jpg,4,sha256:49d440e2866ae2218eced1c4382449bfb3ad5fd653b3ef5e7b37eaa6387da1ee,49d440e2866ae2218eced1c4382449bfb3ad5fd653b3ef5e7b37eaa6387da1ee
AMLC001091,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001091.jpg,5,sha256:72fc135ae5436a714d44379d89c2d388caca5b4721c97e605c14cb4a2d2a65a7,72fc135ae5436a714d44379d89c2d388caca5b4721c97e605c14cb4a2d2a65a7
AMLC001092,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001092.jpg,5,sha256:c9732d44abe33d6501c1a62d8ce8056b1af0a5a3eed913573386eca805ac92d4,c9732d44abe33d6501c1a62d8ce8056b1af0a5a3eed913573386eca805ac92d4
AMLC001093,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001093.jpg,4,sha256:c6f52f858a4206ea002f9aae64d10be1b4ceeceff18ef9592730bacccc76fc32,c6f52f858a4206ea002f9aae64d10be1b4ceeceff18ef9592730bacccc76fc32
AMLC001094,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001094.jpg,1,sha256:b1210d347191e21fab1e401be43a0addc3afc45a3f21df67e6cfbb5ed2f1a761,b1210d347191e21fab1e401be43a0addc3afc45a3f21df67e6cfbb5ed2f1a761
AMLC001095,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001095.jpg,5,sha256:cf7c3e837555cb34df9e2c357c8b8628eb94202ae88c9d4345ab87217afa112f,cf7c3e837555cb34df9e2c357c8b8628eb94202ae88c9d4345ab87217afa112f
AMLC001096,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001096.jpg,5,sha256:4384eb24ca205874b67e41acabe60341c0830225fb0c7c5cb832efa95608da44,4384eb24ca205874b67e41acabe60341c0830225fb0c7c5cb832efa95608da44
AMLC001097,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001097.jpg,2,sha256:f49fc3ec5964d8e233a7966afa86471d1aafa964eb5f3ab10299acaf8e67f239,f49fc3ec5964d8e233a7966afa86471d1aafa964eb5f3ab10299acaf8e67f239
AMLC001098,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001098.jpg,4,sha256:9bdefcf13181ebe1422f3b1113bebe5f096e4fc659e40da79270ef0d509470e7,9bdefcf13181ebe1422f3b1113bebe5f096e4fc659e40da79270ef0d509470e7
AMLC001099,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001099.jpg,5,sha256:38d6a4323b925528daea5859c0714d33d0fcbe92314b021c2d4a46e7e43b80c1,38d6a4323b925528daea5859c0714d33d0fcbe92314b021c2d4a46e7e43b80c1
AMLC001100,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001100.jpg,5,sha256:6c6a4889a438b1bcf153a916c8300b73e78a690352ab9e2e94bdb48c4b494013,6c6a4889a438b1bcf153a916c8300b73e78a690352ab9e2e94bdb48c4b494013
AMLC001101,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001101.jpg,2,sha256:1f00af2aa2fbf52715e0744e4b4dcb541d8f46f1f4670e5132f1eeded0aef8e4,1f00af2aa2fbf52715e0744e4b4dcb541d8f46f1f4670e5132f1eeded0aef8e4
AMLC001102,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001102.jpg,3,sha256:01c9d029fb1233bd378b1137acd98295937137793b45999f75429180c7d01a84,01c9d029fb1233bd378b1137acd98295937137793b45999f75429180c7d01a84
AMLC001103,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001103.jpg,5,sha256:1f6328816ed1feada51d19f3eefab9907960b57f71994e541c33f35b3738f8ad,1f6328816ed1feada51d19f3eefab9907960b57f71994e541c33f35b3738f8ad
AMLC001104,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001104.jpg,5,sha256:179d0b02831e06417b371e12c1a350500c49d23b0fdee151f6656798d7553cf8,179d0b02831e06417b371e12c1a350500c49d23b0fdee151f6656798d7553cf8
AMLC001105,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001105.jpg,5,sha256:3095d4f132c9091dfc2cba77cb89447d9b348017cd1f5d50eafb5131872c090a,3095d4f132c9091dfc2cba77cb89447d9b348017cd1f5d50eafb5131872c090a
AMLC001106,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001106.jpg,4,sha256:ef5c4b1192447644e8e7ffb01a05f01ac99db875e6563c8412b266eb2b8058da,ef5c4b1192447644e8e7ffb01a05f01ac99db875e6563c8412b266eb2b8058da
AMLC001107,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001107.jpg,3,sha256:28a6e5a84bf5f89df6cdda016499badca4ddf5cff8e7c9d1dbe341da58628969,28a6e5a84bf5f89df6cdda016499badca4ddf5cff8e7c9d1dbe341da58628969
AMLC001108,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001108.jpg,5,sha256:0ce4e1b6a72f58a94d10f7bf4782381a30970223a1397ab87f337d337aa8ed1e,0ce4e1b6a72f58a94d10f7bf4782381a30970223a1397ab87f337d337aa8ed1e
AMLC001109,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001109.jpg,2,sha256:8b6384edd6f3a97f8104b8ea73434460e9312a8cfd5d14ba7e465ee9190249dd,8b6384edd6f3a97f8104b8ea73434460e9312a8cfd5d14ba7e465ee9190249dd
AMLC001110,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001110.jpg,1,sha256:a3fd1c8f848757bc8af46ad4e34c084f70375780c0fff37590db69c532c3fd72,a3fd1c8f848757bc8af46ad4e34c084f70375780c0fff37590db69c532c3fd72
AMLC001111,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001111.jpg,5,sha256:877b333bba85aa5c7d87a0478beb05e4ea80d5e13148ea99b87e35dce697988a,877b333bba85aa5c7d87a0478beb05e4ea80d5e13148ea99b87e35dce697988a
AMLC001112,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001112.jpg,1,sha256:cc743b893aa66c641617b41b9e4d4edd01b5b398e377927a38cb082865b7edb8,cc743b893aa66c641617b41b9e4d4edd01b5b398e377927a38cb082865b7edb8
AMLC001113,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001113.jpg,3,sha256:4dde27fab37983a2bf5f4159811f7be29b47458ee7dda6c2707618866e2d6080,4dde27fab37983a2bf5f4159811f7be29b47458ee7dda6c2707618866e2d6080
AMLC001114,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001114.jpg,1,sha256:0f7bc3723bd3e7aba34dc95f8a973c3668c0e6e2a41abbac9da0fd4cf3d29af7,0f7bc3723bd3e7aba34dc95f8a973c3668c0e6e2a41abbac9da0fd4cf3d29af7
AMLC001115,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001115.jpg,1,sha256:ff181dcfa3c1569aca8f06629ed30ac93ea5d9f5afb80ce9221c44c334fee358,ff181dcfa3c1569aca8f06629ed30ac93ea5d9f5afb80ce9221c44c334fee358
AMLC001116,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001116.jpg,1,sha256:46e0f0ea96c95ffca2f8b5d017abb3e0600ad8a9a85d218f9fc458ea703344f1,46e0f0ea96c95ffca2f8b5d017abb3e0600ad8a9a85d218f9fc458ea703344f1
AMLC001117,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001117.jpg,2,sha256:da5c20fb18112967171858df94b318da1f902f536af09814c601a0361acc1b7f,da5c20fb18112967171858df94b318da1f902f536af09814c601a0361acc1b7f
AMLC001118,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001118.jpg,5,sha256:f213135d8c5d6646826aa4c527d84a3a40c71c512a78053631893bfe290c2983,f213135d8c5d6646826aa4c527d84a3a40c71c512a78053631893bfe290c2983
AMLC001119,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001119.jpg,1,sha256:7d440f9160bc227cdf9115b004c72210f2360b34b433724c4cccdb95495f9579,7d440f9160bc227cdf9115b004c72210f2360b34b433724c4cccdb95495f9579
AMLC001120,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001120.jpg,3,sha256:bc5d14d9739c549c4efa115a23d3dce08553fa6de388bd05a1c2f1add6a4a7cb,bc5d14d9739c549c4efa115a23d3dce08553fa6de388bd05a1c2f1add6a4a7cb
AMLC001121,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001121.jpg,5,sha256:32b9f7e885727bbfb4ead01fffdc823c5f2b96f78966f630a027bc1c4c587cf6,32b9f7e885727bbfb4ead01fffdc823c5f2b96f78966f630a027bc1c4c587cf6
AMLC001122,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001122.jpg,2,sha256:04dcf063c185bf9d04142080100a34f57c8f2605906f799867c55c5d4fa03bfc,04dcf063c185bf9d04142080100a34f57c8f2605906f799867c55c5d4fa03bfc
AMLC001123,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001123.jpg,1,sha256:9dd3a18eb1a84cbb9d4290ce53caa7ef5bdfb0275bcb0c54f67f9ae375985301,9dd3a18eb1a84cbb9d4290ce53caa7ef5bdfb0275bcb0c54f67f9ae375985301
AMLC001124,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001124.jpg,5,sha256:f51cea5b34e1fdf5c435f70c6332d5aed209439806baf86a066b24eaa58875bd,f51cea5b34e1fdf5c435f70c6332d5aed209439806baf86a066b24eaa58875bd
AMLC001125,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001125.jpg,5,sha256:1ac6dbc467e1d75275425b2111a2025076d4931d849e88cff2b88ea079dd1e4f,1ac6dbc467e1d75275425b2111a2025076d4931d849e88cff2b88ea079dd1e4f
AMLC001126,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001126.jpg,3,sha256:d2156163c65a4b258356ad287849d6f2e1e11eff3b90c180730ad160fc49a58e,d2156163c65a4b258356ad287849d6f2e1e11eff3b90c180730ad160fc49a58e
AMLC001127,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001127.jpg,3,sha256:e3946d85dbd247add526575b3a8ebc866dab07258458a42aac56b7f0ae71e290,e3946d85dbd247add526575b3a8ebc866dab07258458a42aac56b7f0ae71e290
AMLC001128,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001128.jpg,4,sha256:7709165e26922b9a07a773222e7ec1c9b0d3b2f78a19c0faf98214199cbad849,7709165e26922b9a07a773222e7ec1c9b0d3b2f78a19c0faf98214199cbad849
AMLC001129,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001129.jpg,1,sha256:c9df1e6afce1c28b3643ea2bf1ee8f1d184013b1921195b0f194a5e5cec689a4,c9df1e6afce1c28b3643ea2bf1ee8f1d184013b1921195b0f194a5e5cec689a4
AMLC001130,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001130.jpg,2,sha256:f30be33e7589af392d9326b20a0d442eedf9e442ff9e0ac16937b9644ed6dd75,f30be33e7589af392d9326b20a0d442eedf9e442ff9e0ac16937b9644ed6dd75
